Reference,WKT Polygon
AS-018145,"POLYGON ((144.987397102989 -37.897711591391, 144.987598935236 -37.8977418082144, 144.987428091573 -37.8986989904188, 144.987401156255 -37.8986858232282, 144.987372093878 -37.8986755935016, 144.987341453167 -37.8986690315579, 144.98730992842 -37.8986656986885, 144.987278184488 -37.8986662370828, 144.987247029339 -37.8986702099782, 144.98722116033 -37.8986763459786, 144.987397102989 -37.897711591391))"
AS-018146,"POLYGON ((145.024214441725 -37.9230573221866, 145.024318220684 -37.9230690681299, 145.024228500157 -37.9234629043459, 145.024211651308 -37.9235143484906, 145.024190389332 -37.9235649074584, 145.024164953702 -37.9236141346843, 145.024135349233 -37.9236618500125, 145.024101694455 -37.9237078751968, 145.024064224023 -37.9237519438244, 145.024017262684 -37.9238020710881, 145.023978454498 -37.923849361426, 145.02394357559 -37.9238986102091, 145.023912749324 -37.9239494590457, 145.023886205545 -37.9240018216829, 145.023863837781 -37.9240554259843, 145.023841115862 -37.9241265070165, 145.023887408487 -37.9241438661798, 145.023881394677 -37.9241815241529, 145.023833825767 -37.9241778413209, 145.023822834487 -37.9242356919846, 145.0238163821 -37.9242939793631, 145.023814359725 -37.9243525213942, 145.023816999626 -37.9244111417462, 145.023823972727 -37.9244693843062, 145.023835731485 -37.9245273467911, 145.023851835523 -37.9245844811003, 145.023872398564 -37.9246407891426, 145.023897205248 -37.9246958167134, 145.023..."
AS-018147,"POLYGON ((144.998822969344 -37.8886519072596, 144.998920662754 -37.8887646829769, 144.999013177937 -37.8888713327163, 144.998823360176 -37.8898763344931, 144.998815359635 -37.8899114342016, 144.99874589047 -37.8902722529584, 144.99850420051 -37.8903329363988, 144.998822969344 -37.8886519072596))"
AS-018148,"POLYGON ((144.997339103927 -37.8964927056057, 144.997677173628 -37.8946933261522, 144.997788370605 -37.8947066631889, 144.997904440649 -37.894720623738, 144.997564782488 -37.8965200669825, 144.997449166829 -37.8965060236871, 144.997339103927 -37.8964927056057))"
AS-018150,"POLYGON ((144.998051116112 -37.8927150423042, 144.998170553972 -37.8927305017307, 144.998276507392 -37.8927441996567, 144.997939319942 -37.8945413437076, 144.997829932079 -37.8945283980671, 144.997713971137 -37.894514619538, 144.997983988917 -37.8930731066063, 144.997555423349 -37.893021566724, 144.997561256894 -37.8929909361008, 144.997989711066 -37.8930423839479, 144.998051116112 -37.8927150423042))"
AS-018149,"POLYGON ((144.998089300906 -37.8925312224312, 144.998226783674 -37.8918133461417, 144.998231090639 -37.8918138699962, 144.998427251609 -37.8919732895739, 144.998386114906 -37.8921989637861, 144.99971203397 -37.8923628144329, 144.999756294167 -37.892135030005, 144.999824749033 -37.8921434931215, 144.999778039307 -37.8923819598659, 144.998384470379 -37.8922092992693, 144.998318493776 -37.8925585519174, 144.998207524784 -37.8925453094086, 144.998089300906 -37.8925312224312))"
AS-018151,"POLYGON ((145.002291374163 -37.8931856050254, 145.002338164556 -37.8930069763265, 145.002858699366 -37.8930680802214, 145.003032841529 -37.8932727177491, 145.002291374163 -37.8931856050254))"
AS-018152,"POLYGON ((145.001212150862 -37.8912871653773, 145.001474886779 -37.8913607478107, 145.002086108805 -37.8925212915371, 145.002338164556 -37.8930069763265, 145.002291374163 -37.8931856050254, 145.002209512472 -37.8931009470281, 145.002085261336 -37.8929774497267, 145.00209886939 -37.8929788523016, 145.001212150862 -37.8912871653773))"
AS-018153,"POLYGON ((145.006263575965 -37.9450793974321, 145.006324097426 -37.9448443183238, 145.007066699041 -37.944934043322, 145.00723463276 -37.944964644612, 145.008028927018 -37.9450618178729, 145.008197922836 -37.945082613089, 145.009452828681 -37.9452361490247, 145.009843204366 -37.9453312495446, 145.009898771549 -37.9454691667968, 145.009674515898 -37.9456110903804, 145.009642048842 -37.9455786397314, 145.009608315528 -37.9455509438167, 145.009571438181 -37.9455258981789, 145.009531528116 -37.9455035948154, 145.009511870575 -37.9454940702594, 145.009468424201 -37.945476302966, 145.009422838052 -37.9454619238673, 145.009375913203 -37.945450766286, 145.008879691668 -37.9453899189642, 145.00859445797 -37.9453583252792, 145.007637656736 -37.945240109465, 145.007353123786 -37.9452078938332, 145.006391065458 -37.9450906602383, 145.006263575965 -37.9450793974321))"
AS-018154,"POLYGON ((145.001346234369 -37.9444812845826, 145.001363918659 -37.9443829977971, 145.001384576297 -37.944267369075, 145.003975730507 -37.9445648687219, 145.005024993873 -37.9446887378101, 145.004991055415 -37.944925348515, 145.004859970524 -37.9449124011101, 145.003885075126 -37.9447946589669, 145.003623649016 -37.9447581404419, 145.002643901242 -37.9446390440487, 145.002372461174 -37.9446067683954, 145.001346234369 -37.9444812845826))"
AS-018155,"POLYGON ((145.006776616786 -37.9156625834685, 145.006807574946 -37.9155017988695, 145.009054217128 -37.915757112545, 145.009036869156 -37.9158942471507, 145.006816221169 -37.9156408153768, 145.006776616786 -37.9156625834685))"
AS-018156,"POLYGON ((145.009036869156 -37.9158942471507, 145.009054217128 -37.915757112545, 145.009813458807 -37.9158434041942, 145.010131176026 -37.9162314147175, 145.011332969274 -37.9169240978849, 145.01099109518 -37.9169426498765, 145.011004534514 -37.9169040367282, 145.010006896485 -37.9163307841414, 145.009715018102 -37.9159716873526, 145.009036869156 -37.9158942471507))"
AS-018157,"POLYGON ((145.010773202467 -37.9473210734173, 145.011733660448 -37.9474314856966, 145.01182057105 -37.9474411554976, 145.011801574872 -37.9475505962209, 145.010797416708 -37.9474359308418, 145.010773202467 -37.9473210734173))"
AS-018158,"POLYGON ((145.004991055415 -37.944925348515, 145.005024993873 -37.9446887378101, 145.005719215575 -37.9447705314746, 145.006324097426 -37.9448443183238, 145.006263575965 -37.9450793974321, 145.006148571656 -37.945069337422, 145.00512328024 -37.9449382249922, 145.004991055415 -37.944925348515))"
AS-018159,"POLYGON ((145.011801574872 -37.9475505962209, 145.01182057105 -37.9474411554976, 145.011906915362 -37.9474507255456, 145.013184945169 -37.9476010083088, 145.013284322514 -37.9476125998416, 145.01326260118 -37.9477176691978, 145.011801574872 -37.9475505962209))"
AS-018160,"POLYGON ((145.031087100468 -37.9578264283043, 145.031139568176 -37.9577966670693, 145.03139695289 -37.956494916097, 145.031365236755 -37.9564934840263, 145.031516595994 -37.9558503321381, 145.031668457679 -37.9551626707641, 145.031908332807 -37.9551898451908, 145.031848459081 -37.9552242590449, 145.031718561455 -37.955865157275, 145.031304240394 -37.9578102378041, 145.03135908358 -37.9578577461426, 145.031087100468 -37.9578264283043))"
AS-018161,"POLYGON ((145.01326260118 -37.9477176691978, 145.013284322514 -37.9476125998416, 145.013396514732 -37.9476258496112, 145.013535820275 -37.9476422607109, 145.013601914587 -37.947588225729, 145.013655809059 -37.9475646242718, 145.013688300608 -37.9475582340415, 145.014064028723 -37.9476020673909, 145.014313486625 -37.9476314218054, 145.015851503301 -37.9478049892435, 145.01583019192 -37.9479161038325, 145.013703639756 -37.9476732113753, 145.013493590712 -37.9477440098868, 145.01326260118 -37.9477176691978))"
AS-018163,"POLYGON ((145.021216193314 -37.9027295094093, 145.021262032928 -37.9025424761036, 145.021295103802 -37.9025731314101, 145.022531777809 -37.9027149497338, 145.023140763448 -37.9027847506867, 145.023179606209 -37.9027612518857, 145.023147976955 -37.9029529404848, 145.023118088195 -37.9029223391563, 145.021254088579 -37.9027074371909, 145.021216193314 -37.9027295094093))"
AS-018162,"POLYGON ((145.020308195767 -37.9405248618458, 145.020181391237 -37.9405094803601, 145.020069106633 -37.9404957850223, 145.020109047662 -37.9404745590016, 145.02019995681 -37.9399915319081, 145.020201848643 -37.9399719183173, 145.02019907239 -37.9399524063865, 145.020191841024 -37.9399335404004, 145.020180244115 -37.9399162230323, 145.020144836741 -37.9398787693259, 145.02013462646 -37.9398606642438, 145.020128772058 -37.9398413708482, 145.020127254193 -37.9398216097475, 145.020130513308 -37.9398019290557, 145.020138077528 -37.9397829516462, 145.020149811354 -37.9397654862875, 145.020165250165 -37.9397498856243, 145.020184149565 -37.9397367763582, 145.020205698886 -37.9397266855425, 145.020229099551 -37.939719689851, 145.020253770788 -37.9397162300907, 145.020278914022 -37.9397163829366, 145.020303394299 -37.9397200391692, 145.020326756672 -37.9397271911317, 145.020348209816 -37.9397376452729, 145.020366744596 -37.9397508439096, 145.020382138374 -37.9397666030626, 145.020393498167 -37.9397842768873, 145.020..."
AS-018164,"POLYGON ((145.010910818964 -37.9015014635114, 145.010935661628 -37.9013644549567, 145.012756326858 -37.9015854566751, 145.012730882722 -37.9017238072442, 145.010910818964 -37.9015014635114))"
AS-018165,"POLYGON ((145.026828965295 -37.9838113908686, 145.026923827247 -37.9837469276488, 145.026950654451 -37.9837782876823, 145.028537342836 -37.9840173970212, 145.028524403755 -37.9840881916187, 145.02850705082 -37.9841835139214, 145.028476210146 -37.9841489328725, 145.027540213498 -37.9840076124264, 145.027300258213 -37.9839715053522, 145.026986928773 -37.9839245241189, 145.02688081513 -37.9839712259139, 145.026828965295 -37.9838113908686))"
AS-018166,"POLYGON ((144.99831847167 -37.9146823323653, 144.998152107082 -37.9147979150077, 144.998152333905 -37.9147811571585, 144.99750919266 -37.9142106771391, 144.997625463582 -37.9141092922881, 144.998269981484 -37.9146793445201, 144.99831847167 -37.9146823323653))"
AS-018167,"POLYGON ((145.00128182975 -37.8941513677434, 145.001111450247 -37.8941314413997, 145.001244963863 -37.8934458460499, 145.001414732097 -37.8934672937922, 145.00128182975 -37.8941513677434))"
AS-018168,"POLYGON ((144.999451314625 -37.903458178036, 144.999587487721 -37.9027765061309, 144.999609911477 -37.9026708197885, 144.999718527979 -37.9021162846495, 144.999852193593 -37.9021318942825, 144.999770657941 -37.9025683862181, 144.999743946456 -37.9026938254197, 144.99972733994 -37.9027778925147, 144.999582703686 -37.9035075431222, 144.999451314625 -37.903458178036))"
AS-018169,"POLYGON ((144.993314725572 -37.9193366833304, 144.994685483965 -37.9177833770351, 144.995742120182 -37.9170008773536, 144.995747395632 -37.9169029203127, 144.9959218287 -37.917051971035, 144.995587732225 -37.917303472072, 144.994797839717 -37.9178851413999, 144.993868600326 -37.9189560151145, 144.994341426618 -37.9192136101195, 144.994325339024 -37.9192279347312, 144.994290482638 -37.919196160112, 144.993858034117 -37.9189680907865, 144.993523581488 -37.9193534928874, 144.993523734139 -37.9193981032025, 144.993561261523 -37.9194362317624, 144.993314725572 -37.9193366833304))"
AS-018170,"POLYGON ((145.032484161907 -37.9933954833629, 145.032715767446 -37.9930591707628, 145.033004621794 -37.9915217563733, 145.033211318793 -37.9915421561708, 145.033137125676 -37.9919282341659, 145.033133164737 -37.9919614207567, 145.032919972032 -37.9931090874954, 145.032674413078 -37.9934732832411, 145.032484161907 -37.9933954833629))"
AS-018171,"POLYGON ((145.019917301412 -37.9223816487866, 145.019948912234 -37.922361003378, 145.020349248802 -37.9201887137326, 145.020326404788 -37.9201667012493, 145.020549422153 -37.9201902797094, 145.020521583924 -37.9202060323458, 145.020119256554 -37.922384867656, 145.020140927815 -37.9224082121954, 145.020038188502 -37.9223959393759, 145.019917301412 -37.9223816487866))"
AS-018172,"POLYGON ((144.991919974548 -37.9234467998429, 144.991924789026 -37.9235876440176, 144.991378562075 -37.9235225364481, 144.990904249819 -37.9233565525971, 144.990976046342 -37.9232307145076, 144.991418971994 -37.9233878714416, 144.991919974548 -37.9234467998429))"
AS-018173,"POLYGON ((145.027786688213 -37.9411684868445, 145.028035056291 -37.9410507231492, 145.028023727335 -37.9410616175746, 145.028016331122 -37.9410743802692, 145.028013344284 -37.9410882081739, 145.028015015974 -37.9411022944154, 145.028020922539 -37.9411154603729, 145.0281972093 -37.9413955248351, 145.028234599486 -37.9414739224066, 145.02826763389 -37.9415535085823, 145.028296433461 -37.9416340150428, 145.028320540815 -37.9417155242408, 145.028340415718 -37.9417978636525, 145.028355728968 -37.9418805771776, 145.028366468513 -37.9419641151995, 145.028372772155 -37.9420475788618, 145.028374630249 -37.9421313284703, 145.028371824925 -37.9422149999058, 145.028364353761 -37.9422986832442, 145.028351085304 -37.9423906502583, 145.028185159378 -37.9432596580533, 145.028185110532 -37.9432742561451, 145.028189509724 -37.9432884782224, 145.028197928467 -37.9433013258175, 145.028210497362 -37.9433121703016, 145.028225757006 -37.9433202662741, 145.028243264463 -37.9433251557247, 145.028080710578 -37.9433059391885, 145.02..."
AS-018174,"POLYGON ((144.996602321942 -37.9214696338979, 144.996641174341 -37.9214506501306, 144.996892952726 -37.9200116298496, 144.99686178719 -37.91997793626, 144.997105009642 -37.920002804335, 144.997063579699 -37.9200287734815, 144.996979557387 -37.9205176674442, 144.996946982641 -37.9207077995643, 144.996811243445 -37.9214758951557, 144.996841331144 -37.9215074076059, 144.996602321942 -37.9214696338979))"
AS-018175,"POLYGON ((145.00530391107 -37.9084604466354, 145.005333662726 -37.9083401042855, 145.006665260755 -37.9084902779958, 145.006796971068 -37.9085029629907, 145.007727996441 -37.9086103811076, 145.007773395315 -37.9085844752506, 145.007743650042 -37.9087637548339, 145.007714447729 -37.908733161283, 145.00530391107 -37.9084604466354))"
AS-018176,"POLYGON ((144.991655258926 -37.9245544085417, 144.991710793768 -37.9241941697332, 144.991933931651 -37.9238203006766, 144.991924789026 -37.9235876440176, 144.991919974548 -37.9234467998429, 144.991909776593 -37.9231734826076, 144.991991360311 -37.9227505165408, 144.992161323131 -37.9227713507826, 144.992084176941 -37.9231817764073, 144.9921084694 -37.9238486927836, 144.991878833103 -37.9242314628971, 144.991827720078 -37.9245755563082, 144.991655258926 -37.9245544085417))"
AS-018177,"POLYGON ((145.010092118164 -37.9048100549533, 145.010058488129 -37.9049944963869, 145.010030171451 -37.9049648195489, 145.008197728921 -37.904743395268, 145.00818491777 -37.9047545331282, 145.008185957441 -37.9047581554082, 145.008153984228 -37.9046658750371, 145.008119486746 -37.9045659820951, 145.008176502979 -37.9046026336693, 145.010057447847 -37.9048304658378, 145.010092118164 -37.9048100549533))"
AS-018178,"POLYGON ((144.989524481506 -37.9079096162766, 144.989548684223 -37.9077726019039, 144.99126177278 -37.9079667763204, 144.991434560808 -37.9079870286968, 144.992332169589 -37.9080924659916, 144.992317966841 -37.9081630553744, 144.992304341241 -37.9082291487672, 144.990035992205 -37.9079671992394, 144.989524481506 -37.9079096162766))"
AS-018179,"POLYGON ((145.00823158891 -37.9542521643203, 145.00835297232 -37.9542709816343, 145.008492150293 -37.9542925332938, 145.009575085806 -37.9555101345057, 145.009334283599 -37.955479654677, 145.008249542176 -37.9542616602386, 145.00823158891 -37.9542521643203))"
AS-018180,"POLYGON ((144.991991336688 -37.8991750009977, 144.992019473088 -37.8990394047388, 144.994018723125 -37.8992714931327, 144.994005761066 -37.8993384092103, 144.993991852905 -37.8994066609084, 144.991991336688 -37.8991750009977))"
AS-018181,"POLYGON ((144.989457045882 -37.8988917424917, 144.989483525512 -37.8987419702355, 144.989490583915 -37.89874587575, 144.992019473088 -37.8990394047388, 144.991991336688 -37.8991750009977, 144.989472063525 -37.8988831676572, 144.989457045882 -37.8988917424917))"
AS-018182,"POLYGON ((145.009886975779 -37.9298515865198, 145.010017854316 -37.9291750418872, 145.010056125125 -37.9289835605451, 145.010180730568 -37.9283370084651, 145.010199479229 -37.9282450461126, 145.010371757191 -37.9282650823052, 145.010056000731 -37.9298700361922, 145.009886975779 -37.9298515865198))"
